correlations	55141264
0	0
0.025	0.453336
0.05	0.53576
0.075	0.816004
0.1	0.609942
0.125	0.594698
0.15	0.596279
0.175	0.495022
0.2	0.682162
0.225	0.618504
0.25	0.640003
0.275	0.444523
0.3	0.581248
0.325	0.50694
0.35	0.636001
0.375	0.58915
0.4	0.481699
0.425	0.559144
0.45	0.536305
0.475	0.565774
0.5	0.525895
0.525	0.56644
0.55	0.557697
0.575	0.569997
0.6	0.570746
0.625	0.547343
0.65	0.561504
0.675	0.54466
0.7	0.519049
0.725	0.561692
0.75	0.539134
0.775	0.565247
0.8	0.557888
0.825	0.563893
0.85	0.562503
0.875	0.552887
0.9	0.564257
0.925	0.587001
0.95	0.562064
0.975	0.584374
1	1.08638
1.025	1.5584
1.05	1.48959
1.075	1.46304
1.1	1.38542
1.125	1.35017
1.15	1.29484
1.175	1.24017
1.2	1.21046
1.225	1.16287
1.25	1.15625
1.275	1.11669
1.3	1.14849
1.325	1.05884
1.35	1.07217
1.375	1.03778
1.4	1.01618
1.425	0.98868
1.45	0.993839
1.475	0.980061
1.5	0.96716
1.525	0.941794
1.55	0.949539
1.575	0.94632
1.6	0.93506
1.625	0.949069
1.65	0.949329
1.675	0.910617
1.7	0.929943
1.725	0.934068
1.75	0.934583
1.775	0.948707
1.8	0.985438
1.825	0.965096
1.85	0.960584
1.875	0.952107
1.9	0.972377
1.925	0.9732
1.95	0.993789
1.975	1.01555
2	1.00618
2.025	1.00476
2.05	1.00929
2.075	1.02205
2.1	1.00509
2.125	1.01056
2.15	1.02294
2.175	1.01984
2.2	1.01628
2.225	1.01607
2.25	1.0244
2.275	1.03319
2.3	1.00513
2.325	1.01385
2.35	1.02141
2.375	0.99874
2.4	1.0028
2.425	1.00128
2.45	0.985094
2.475	0.971238
2.5	0.993165
2.525	1.00714
2.55	1.00945
2.575	0.994864
2.6	0.999683
2.625	0.993512
2.65	0.999525
2.675	0.983444
2.7	0.98629
2.725	0.984556
2.75	0.988007
2.775	0.997413
2.8	1.0002
2.825	0.983079
2.85	0.991165
2.875	1.0095
2.9	1.00519
2.925	1.00249
2.95	1.00486
2.975	0.990034
3	0.991094
3.025	0.995538
3.05	0.997766
3.075	0.977725
3.1	0.984639
3.125	0.992897
3.15	0.989027
3.175	0.981063
3.2	0.995562
3.225	0.993549
3.25	0.983259
3.275	0.996735
3.3	0.981553
3.325	0.991423
3.35	1.00299
3.375	0.973834
3.4	0.988864
3.425	0.986647
3.45	0.977616
3.475	0.982053
3.5	0.991479
3.525	0.991611
3.55	0.9941
3.575	0.994855
3.6	0.991409
3.625	0.988912
3.65	1.00086
3.675	1.00236
3.7	0.990638
3.725	0.998258
3.75	1.0021
3.775	1.00086
3.8	0.998747
3.825	1.0005
3.85	0.987622
3.875	0.993078
3.9	1.00091
3.925	0.990571
3.95	0.999243
3.975	0.988736
4	0.995266
4.025	0.987473
4.05	0.996606
4.075	0.986947
4.1	0.989096
4.125	0.996349
4.15	0.992539
4.175	0.984019
4.2	0.986324
4.225	0.988196
4.25	0.991804
4.275	0.982654
4.3	0.982631
4.325	0.984067
4.35	0.98809
4.375	0.985818
4.4	0.990692
4.425	0.992234
4.45	0.997867
4.475	1.00611
4.5	0.9898
4.525	0.995294
4.55	0.998625
4.575	0.994628
4.6	0.991627
4.625	1.00002
4.65	1.00438
4.675	1.00058
4.7	1.00841
4.725	1.0041
4.75	0.998449
4.775	0.990869
4.8	0.992
4.825	0.987384
4.85	1.00357
4.875	0.988227
4.9	0.986089
4.925	0.984962
4.95	0.989795
4.975	0.985992
5	0.988661
5.025	0.990655
5.05	0.988661
5.075	0.987293
5.1	0.975956
5.125	0.983464
5.15	0.984537
5.175	0.994038
5.2	0.986833
5.225	0.988011
5.25	0.985109
5.275	0.99094
5.3	0.977637
5.325	0.989277
5.35	0.976579
5.375	0.990628
5.4	0.988187
5.425	0.990823
5.45	0.985121
5.475	0.985174
5.5	0.985378
5.525	0.994707
5.55	0.982314
5.575	0.997311
5.6	0.994913
5.625	0.997699
5.65	0.998915
5.675	0.992396
5.7	0.99248
5.725	0.990005
5.75	0.996748
5.775	0.997914
5.8	0.994814
5.825	1.0059
5.85	0.991224
5.875	0.987365
5.9	0.984595
5.925	0.99252
5.95	0.993564
5.975	0.996719
6	0.990503
6.025	0.990719
6.05	0.986813
6.075	0.999743
6.1	0.989254
6.125	0.983575
6.15	0.984851
6.175	0.987579
6.2	0.987745
6.225	0.982525
6.25	0.989428
6.275	0.987681
6.3	0.989176
6.325	0.988184
6.35	0.990553
6.375	0.988715
6.4	0.994273
6.425	0.991041
6.45	0.992133
6.475	0.987273
6.5	0.99859
6.525	0.991079
6.55	0.988101
6.575	0.996825
6.6	0.997199
6.625	1.00343
6.65	0.994717
6.675	0.992137
6.7	0.99437
6.725	0.992741
6.75	0.989248
6.775	0.996049
6.8	0.984536
6.825	0.988325
6.85	0.985977
6.875	0.982324
6.9	0.98463
6.925	0.993822
6.95	0.989159
6.975	0.996179
7	0.988964
7.025	0.985711
7.05	0.994913
7.075	0.989257
7.1	0.987575
7.125	0.993749
7.15	0.994629
7.175	0.99567
7.2	0.991849
7.225	0.993127
7.25	0.995713
7.275	0.992998
7.3	0.993286
7.325	0.995456
7.35	0.986663
7.375	0.990547
7.4	0.990734
7.425	0.987466
7.45	0.993372
7.475	0.99243
7.5	0.987959
7.525	0.996817
7.55	0.997632
7.575	0.988563
7.6	0.989292
7.625	0.981645
7.65	0.988428
7.675	0.987505
7.7	0.99321
7.725	0.99134
7.75	0.986636
7.775	0.984879
7.8	0.994244
7.825	0.988737
7.85	0.992294
7.875	0.996373
7.9	0.992191
7.925	0.988434
7.95	0.985128
7.975	0.997482
8	1.00291
8.025	0.989984
8.05	0.989907
8.075	0.98709
8.1	0.991795
8.125	0.992536
8.15	0.996446
8.175	0.992093
8.2	0.99492
8.225	0.991913
8.25	0.999048
8.275	1.00198
8.3	0.999182
8.325	0.995797
8.35	0.997454
8.375	0.993092
8.4	0.9921
8.425	0.996774
8.45	0.994763
8.475	0.997132
8.5	0.987688
8.525	0.991165
8.55	0.991739
8.575	0.994419
8.6	0.989387
8.625	0.990362
8.65	0.993429
8.675	0.992968
8.7	0.992181
8.725	0.988754
8.75	0.989952
8.775	1.0013
8.8	0.996165
8.825	0.992426
8.85	0.992061
8.875	0.990366
8.9	0.990522
8.925	0.989437
8.95	0.994143
8.975	0.996491
9	1.0023
9.025	0.998276
9.05	1.00678
9.075	1.00111
9.1	0.995271
9.125	1.00372
9.15	0.991495
9.175	0.993525
9.2	0.994518
9.225	0.996178
9.25	0.99214
9.275	0.995312
9.3	0.989546
9.325	0.997233
9.35	0.997874
9.375	0.996618
9.4	0.991618
9.425	0.985796
9.45	0.990766
9.475	0.993372
9.5	0.992382
9.525	0.994857
9.55	0.999925
9.575	0.998757
9.6	0.992137
9.625	1.00035
9.65	0.998671
9.675	0.99989
9.7	0.994547
9.725	0.99667
9.75	0.994627
9.775	0.999878
9.8	0.996609
9.825	1.00803
9.85	0.995778
9.875	1.00124
9.9	1.00028
9.925	1.00167
9.95	0.995876
9.975	1.00063
10	1.00021
10.025	1.00241
10.05	1.00535
10.075	1.00228
10.1	1.00296
10.125	0.997478
10.15	1.00248
10.175	1.00391
10.2	0.985453
10.225	0.993522
10.25	0.99981
10.275	0.998578
10.3	0.997831
10.325	1.0037
10.35	0.997335
10.375	0.994521
10.4	0.981335
10.425	0.995933
10.45	1.00472
10.475	1.00019
10.5	1.00156
10.525	0.995162
10.55	1.00516
10.575	0.994874
10.6	1.00506
10.625	1.0053
10.65	1.00241
10.675	1.00039
10.7	0.989497
10.725	1.00763
10.75	1.00278
10.775	1.00682
10.8	1.00931
10.825	1.01152
10.85	1.00372
10.875	1.00474
10.9	1.00529
10.925	1.00259
10.95	1.00077
10.975	1.00024
11	1.00543
11.025	1.00602
11.05	1.00709
11.075	1.01142
11.1	1.00483
11.125	1.00317
11.15	1.01131
11.175	1.00484
11.2	1.00317
11.225	1.00334
11.25	1.00419
11.275	1.00428
11.3	1.00494
11.325	0.998834
11.35	1.00162
11.375	1.0038
11.4	1.00882
11.425	1.00159
11.45	1.00026
11.475	1.01111
11.5	1.00354
11.525	1.01195
11.55	1.00284
11.575	1.01305
11.6	1.00616
11.625	1.01532
11.65	1.00984
11.675	0.999059
11.7	1.00381
11.725	1.00472
11.75	1.00667
11.775	1.01321
11.8	1.00334
11.825	1.00791
11.85	1.00377
11.875	1.01448
11.9	1.00986
11.925	1.00818
11.95	1.01436
11.975	1.00781
12	1.01074
12.025	1.01216
12.05	1.01707
12.075	1.00739
12.1	1.01089
12.125	0.997014
12.15	1.00204
12.175	1.00046
12.2	1.00769
12.225	1.0126
12.25	1.00672
12.275	1.00467
12.3	1.00775
12.325	1.00172
12.35	1.00761
12.375	0.99744
12.4	1.00179
12.425	1.00927
12.45	0.999612
12.475	1.01095
12.5	1.01801
12.525	1.00691
12.55	1.0066
12.575	1.01077
12.6	1.00537
12.625	1.00187
12.65	1.00737
12.675	1.00734
12.7	1.01071
12.725	0.999515
12.75	1.00911
12.775	1.01161
12.8	1.00832
12.825	1.00987
12.85	1.00537
12.875	1.00596
12.9	1.0087
12.925	1.00518
12.95	1.00208
12.975	1.00653
13	1.01029
13.025	1.00981
13.05	1.00954
13.075	1.00227
13.1	1.00452
13.125	1.0046
13.15	1.00596
13.175	1.01208
13.2	1.00428
13.225	1.0197
13.25	1.0014
13.275	0.999884
13.3	1.01293
13.325	1.00641
13.35	1.00918
13.375	1.01077
13.4	1.00284
13.425	1.01225
13.45	1.01449
13.475	1.00718
13.5	1.00895
13.525	1.01292
13.55	1.01296
13.575	1.00741
13.6	1.00726
13.625	1.01173
13.65	0.999244
13.675	1.00236
13.7	1.00878
13.725	1.00829
13.75	1.00462
13.775	1.0051
13.8	1.01783
13.825	1.00352
13.85	1.00747
13.875	1.00164
13.9	1.01347
13.925	1.01809
13.95	1.02339
13.975	1.01618
14	1.00837
14.025	1.01284
14.05	1.01165
14.075	1.0154
14.1	1.01982
14.125	1.02883
14.15	1.02086
14.175	1.01795
14.2	1.01742
14.225	1.00142
14.25	1.00684
14.275	1.00604
14.3	0.994421
14.325	1.01157
14.35	1.0106
14.375	1.01248
14.4	1.01517
14.425	1.0121
14.45	1.02006
14.475	1.02289
14.5	1.02709
14.525	1.00542
14.55	1.01465
14.575	1.00518
14.6	1.01436
14.625	1.01502
14.65	1.01086
14.675	1.00568
14.7	1.00348
14.725	1.01323
14.75	1.01396
14.775	1.00733
14.8	0.996882
14.825	1.01753
14.85	1.01794
14.875	1.01708
14.9	1.01973
14.925	1.01674
14.95	1.01455
14.975	1.02453
15	1.02627
15.025	1.02428
15.05	1.01034
15.075	1.02806
15.1	1.03359
15.125	1.03022
15.15	1.034
15.175	1.03266
15.2	1.01433
15.225	1.02369
15.25	1.00727
15.275	1.02026
15.3	1.022
15.325	1.01241
15.35	1.03264
15.375	1.02148
15.4	1.02113
15.425	1.01548
15.45	1.03292
15.475	1.01801
15.5	1.02576
15.525	1.00808
15.55	1.01844
15.575	1.03291
15.6	1.03747
15.625	1.03571
15.65	1.0236
15.675	1.01745
15.7	1.02009
15.725	1.02422
15.75	1.03235
15.775	1.01847
15.8	1.02758
15.825	1.02909
15.85	1.02858
15.875	1.04074
15.9	1.03181
15.925	1.03966
15.95	1.04565
15.975	1.04202
16	1.0127
16.025	1.0254
16.05	1.02541
16.075	1.02836
16.1	1.02954
16.125	1.029
16.15	1.0571
16.175	1.02488
16.2	1.02439
16.225	1.03141
16.25	1.05645
16.275	1.04732
16.3	1.03074
16.325	1.05533
16.35	1.04409
16.375	1.04006
16.4	1.04314
16.425	1.0473
16.45	1.04982
16.475	1.02981
16.5	1.04308
16.525	1.0447
16.55	1.01881
16.575	1.04702
16.6	1.05967
16.625	1.03359
